"","MMA001A","MMA001B","MMA002B","MMA003A","MMA003B","MMA004A","MMA004B","MMA005A","MMA005B","MMA006A","MMA006B","MMA007A","MMA007B","MMA008A","MMA008B","MMA009A","MMA009B","MMA010A","MMA010B","MMA011A","MMA011B","MMA012A","MMA012B","MMA013A","MMA013B","MMA014A","MMA014B","MMA015A","MMA015B","MMA016A","MMA016B","MMA017A","MMA017B","MMA018A","MMA018B","MMA018C","MMA018D","MMA019A","MMA019B","MMA020A","MMA020B","MMA021A","MMA021B","MMA022A","MMA022B","MMA023A","MMA023B","MMA024A","MMA024B","MMA025A","MMA025B","MMA026A","MMA026B","MMA027A","MMA027B","MMA028A","MMA028B","MMA029A","MMA029B","MMA030A","MMA030B","MMA031A","MMA031B","MMA032A","MMA032B","MMA033B","MMA034A","MMA034B","MMA035A","MMA035B","MMB001A","MMB001B","MMB002A","MMB002B","MMB003A","MMB003B","MMB004A","MMB004B","MMB005A","MMB005B","MMB006A","MMB006B","MMB007A","MMB007B","MMB008A","MMB008B","MMB008C","MMB009A","MMB009B","MMB010A","MMB010B","MMB011A","MMB011B","MMB012A","MMB012B","MMB013A","MMB013B","MMB014A","MMB014B","MMB015A","MMB015B","MMB016A","MMB016B","MMB016C","MMB018A","MMB018B","MMB019A","MMB020A","MMB020B","MMB021A","MMB021B","MMB022A","MMB022B","MMB023A","MMB023B","MMB024A","MMB024B","MMB025A","MMB025B","MMB026A","MMB026B","MMC001A","MMC001B","MMC002A","MMC002B","MMC003A","MMC003B","MMC005A","MMC006A","MMC006B","MMC007A","MMC007B","MMC008A","MMC008B","MMC010A","MMC010B","MMC011A","MMC011B","MMC012A","MMC012B","MMC013A","MMC013B","MMC014A","MMC014B","MMC015A","MMC015B","MMC016A","MMC016B","MMC017A","MMC017B","MMC018A","MMC018B","MMC019A","MMC019B","MMC020A","MMC020B","MMC021B","MMC022A","MMC022B","MMC023A","MMC023B","MMC024A","MMC024B","MMC025A","MMC025B","MMC026A","MMC026B","MMC026C","MMC027A","MMC027B","MMC029A","MMC029B","MMC030A","MMC030B","MMC031A","MMC031B","MMC032A","MMC032B","MMC033A","MMC033B"
"1931",9.672,9.936,NA,NA,NA,NA,NA,NA,NA,7.96000000000001,3.92199999999999,11.144,11.452,5.948,4.864,NA,3.706,NA,4.20999999999999,NA,NA,NA,NA,5.14400000000001,4.666,15.408,11.266,11.382,10.842,9.67800000000002,9.35399999999997,10.694,9.654,NA,67.906,68.875,64.301,NA,10.514,11.276,5.672,6.458,5.384,13.666,7.28599999999999,6.534,9.346,NA,NA,5.10999999999998,NA,NA,NA,9.41400000000001,9.258,14.272,13.196,NA,NA,12.108,NA,25.53,NA,19.042,13.372,15.546,11.148,8.47600000000001,14.628,13.362,31.052,34.068,NA,NA,NA,NA,NA,26.362,NA,NA,NA,14.26,NA,5.15600000000002,24.32,21.91,19.208,24.354,22.568,10.03,NA,15.522,27.61,NA,NA,NA,NA,NA,NA,NA,NA,20.588,21.982,13.866,9.14,10.066,NA,NA,NA,NA,NA,10.468,14.718,9.59799999999999,8.88199999999999,19.626,15.984,9.33199999999999,12.008,10.344,10.266,10.86,11,5.828,7.58399999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.838,19.43,20.882,22.586,NA,NA,NA,NA,8.92999999999999,5.82800000000002,NA,NA,NA,69.212,NA,NA,NA,NA,NA,5.502,10.55,11.242,NA,NA,NA,NA,NA,14.482,13.118,7.682,11.002,24.924,18.302,11.238,14.238,21.086,10.122,NA,NA,NA,8.23400000000001,11.63,22.93,22.766,20.03,17.146
"1930",9.492,9.818,NA,NA,NA,NA,NA,NA,NA,7.818,NA,10.934,11.242,5.84800000000001,4.712,NA,3.554,NA,4.01799999999999,NA,NA,NA,NA,5.09600000000001,4.606,15.262,11.1,11.262,10.658,9.37200000000002,8.89999999999997,10.578,9.536,NA,67.518,68.532,63.782,NA,10.352,11.178,5.556,6.412,5.33,13.468,6.98399999999999,6.392,9.214,NA,NA,4.79999999999998,NA,NA,NA,9.33200000000001,9.092,14.01,12.866,NA,NA,11.766,NA,25.43,NA,18.758,12.976,15.348,11.022,8.42800000000001,14.476,13.142,30.524,33.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.92,NA,4.98000000000002,23.846,21.532,18.818,24.072,22.248,9.34600000000001,NA,15.22,27.34,NA,NA,NA,NA,NA,NA,NA,NA,19.806,21.516,13.21,9.072,9.98400000000001,NA,NA,NA,NA,NA,10.266,14.174,9.51599999999999,8.81599999999998,19.24,15.478,9.09199999999999,11.726,10.214,10.142,10.716,10.862,5.652,7.44999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.68,19.206,20.782,22.496,NA,NA,NA,NA,8.89399999999999,5.77200000000002,NA,NA,NA,69.118,NA,NA,NA,NA,NA,5.402,10.252,10.996,NA,NA,NA,NA,NA,14.258,12.804,7.638,10.974,24.79,17.946,10.788,13.95,20.91,10.016,NA,NA,NA,7.94000000000001,11.584,22.678,22.5,19.688,16.69
"1929",9.368,9.754,NA,NA,NA,NA,NA,NA,NA,7.76000000000001,NA,10.722,11.024,5.65400000000001,4.606,NA,3.416,NA,3.94999999999999,NA,NA,NA,NA,5.01000000000001,4.54,15.11,10.942,11.122,10.54,9.01800000000002,8.56399999999997,10.37,9.408,NA,67.066,68.119,63.173,NA,10.24,11.14,5.456,6.308,5.264,13.272,6.74399999999999,6.23,9.074,NA,NA,4.66799999999999,NA,NA,NA,9.23800000000001,8.964,13.818,12.642,NA,NA,11.432,NA,25.336,NA,18.368,12.664,15.146,NA,8.28200000000001,14.118,12.85,29.896,33.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.428,NA,4.83000000000002,23.356,21.106,18.266,23.798,21.942,8.95400000000001,NA,15.008,27.084,NA,NA,NA,NA,NA,NA,NA,NA,19.1,21.022,12.562,8.998,9.85400000000001,NA,NA,NA,NA,NA,9.924,13.552,9.43799999999999,8.69199999999998,18.794,15.028,8.89399999999999,11.478,10.086,10.04,10.62,10.814,5.448,7.22399999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.55,19.044,20.666,22.366,NA,NA,NA,NA,8.84599999999999,5.72000000000002,NA,NA,NA,68.838,NA,NA,NA,NA,NA,5.346,10.128,10.922,NA,NA,NA,NA,NA,13.906,12.414,7.476,10.932,24.326,17.618,10.39,13.79,20.36,9.898,NA,NA,NA,7.83800000000001,11.558,22.422,22.178,19.284,16.184
"1928",9.136,9.638,NA,NA,NA,NA,NA,NA,NA,7.64800000000001,NA,10.508,10.764,5.49000000000001,4.528,NA,3.23,NA,3.80199999999999,NA,NA,NA,NA,4.94600000000001,4.46,14.936,10.758,10.976,10.326,8.76800000000002,8.36599999999997,10.186,9.248,NA,66.443,67.646,62.474,NA,9.98799999999999,11.074,5.42,6.184,5.212,12.964,6.26999999999999,6.05,8.896,NA,NA,4.38799999999998,NA,NA,NA,9.10800000000001,8.832,13.574,12.268,NA,NA,11.078,NA,NA,NA,17.964,12.218,14.902,NA,8.22400000000001,13.816,12.678,28.842,32.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.898,NA,4.64000000000002,22.688,20.406,17.404,23.546,21.656,8.92200000000001,NA,14.706,26.808,NA,NA,NA,NA,NA,NA,NA,NA,18.24,20.24,11.568,8.884,9.70400000000001,NA,NA,NA,NA,NA,9.546,12.906,9.36399999999999,8.56799999999998,18.326,14.522,8.65999999999999,11.262,9.838,9.904,10.478,10.714,5.142,6.84799999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.398,18.806,20.538,22.186,NA,NA,NA,NA,8.76399999999999,5.67400000000002,NA,NA,NA,68.582,NA,NA,NA,NA,NA,5.254,9.89399999999999,10.732,NA,NA,NA,NA,NA,13.554,12.044,NA,10.916,23.696,16.928,9.73800000000003,13.598,20.176,9.746,NA,NA,NA,7.75000000000001,11.506,22.072,21.702,18.874,15.594
"1927",8.988,9.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.29,10.528,5.32200000000001,4.368,NA,3.128,NA,3.71599999999999,NA,NA,NA,NA,4.87800000000001,4.42,14.808,10.592,10.786,10.198,8.51600000000002,8.22199999999997,10.06,9.084,NA,65.748,67.128,61.581,NA,9.79199999999999,10.93,5.392,6.16,5.134,12.74,5.95999999999999,5.84,NA,NA,NA,4.20799999999999,NA,NA,NA,8.96200000000001,8.562,13.296,11.88,NA,NA,10.692,NA,NA,NA,17.57,11.802,14.656,NA,8.13000000000001,13.692,12.464,27.58,31.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.466,NA,4.53200000000002,22.09,19.696,16.658,23.056,21.266,8.55000000000001,NA,14.412,26.36,NA,NA,NA,NA,NA,NA,NA,NA,17.266,19.35,10.694,8.77599999999999,9.61200000000001,NA,NA,NA,NA,NA,9.132,12.39,9.25599999999999,8.39799999999998,17.822,14.022,8.31599999999999,10.908,9.562,9.73,10.382,10.6,4.714,6.51599999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.126,18.516,20.314,21.92,NA,NA,NA,NA,8.71799999999999,5.60800000000002,NA,NA,NA,68.306,NA,NA,NA,NA,NA,5.212,9.672,10.57,NA,NA,NA,NA,NA,13.194,11.616,NA,10.888,23.112,16.366,9.14000000000003,13.484,20.08,9.61,NA,NA,NA,7.68600000000001,11.474,21.692,21.246,18.444,15.074
"1926",8.77,9.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.074,10.296,5.05600000000001,4.27,NA,2.936,NA,3.59599999999999,NA,NA,NA,NA,4.79200000000001,NA,14.658,10.432,10.524,10.054,8.19600000000002,8.14799999999997,9.99000000000002,8.938,NA,65.213,66.688,60.88,NA,9.61199999999999,10.896,5.32,6.142,5.128,12.42,5.59399999999999,5.498,NA,NA,NA,4.00799999999998,NA,NA,NA,8.81600000000001,8.392,12.938,11.452,NA,NA,NA,NA,NA,NA,17.17,11.258,14.368,NA,8.02800000000001,13.498,12.318,26.606,30.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.066,NA,4.42600000000002,21.418,18.894,15.756,22.534,20.912,7.65200000000001,NA,13.992,25.828,NA,NA,NA,NA,NA,NA,NA,NA,16.39,18.506,9.93400000000001,8.65,9.504,NA,NA,NA,NA,NA,8.66,11.72,9.08399999999999,8.31199999999998,17.382,13.492,8.00199999999999,10.56,9.27,9.538,10.256,10.432,4.558,6.32999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.882,18.282,19.99,21.672,NA,NA,NA,NA,8.662,5.55600000000002,NA,NA,NA,67.874,NA,NA,NA,NA,NA,5.204,9.37799999999999,10.312,NA,NA,NA,NA,NA,12.89,11.264,NA,10.868,22.476,15.736,8.55000000000003,13.236,19.854,9.424,NA,NA,NA,7.54600000000001,11.462,21.33,20.746,18.008,14.662
"1925",8.606,9.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.89200000000001,10.106,4.83800000000001,4.098,NA,2.824,NA,3.54399999999999,NA,NA,NA,NA,4.74800000000001,NA,14.536,10.286,10.23,9.88399999999999,7.93600000000002,7.99599999999997,9.91400000000002,8.85,NA,64.688,66.331,60.193,NA,9.54399999999999,10.702,5.254,6.08,5.058,12.042,5.21399999999999,5.16,NA,NA,NA,3.86999999999999,NA,NA,NA,8.70400000000001,8.26,12.734,11.252,NA,NA,NA,NA,NA,NA,16.818,10.81,13.898,NA,7.85000000000001,13.258,12.08,25.848,29.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.612,NA,4.33400000000002,20.872,18.338,14.96,21.926,20.512,NA,NA,13.658,25.462,NA,NA,NA,NA,NA,NA,NA,NA,15.74,17.812,9.22400000000001,8.56,9.40400000000001,NA,NA,NA,NA,NA,8.102,10.916,9.05999999999999,8.21799999999998,16.924,12.874,7.69599999999999,10.284,9.076,9.358,10.056,10.12,4.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.608,17.938,19.79,21.424,NA,NA,NA,NA,8.594,5.52600000000002,NA,NA,NA,67.558,NA,NA,NA,NA,NA,5.154,9.23399999999999,10.142,NA,NA,NA,NA,NA,12.616,10.894,NA,10.836,21.966,15.266,8.14000000000003,13.09,19.69,9.362,NA,NA,NA,7.46800000000001,11.426,21.102,20.266,17.54,14.028
"1924",8.464,9.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.75200000000001,9.95800000000001,NA,3.97,NA,2.632,NA,3.43799999999999,NA,NA,NA,NA,4.68600000000001,NA,14.454,10.198,10,9.68799999999999,7.76000000000002,7.85599999999997,9.72800000000002,8.756,NA,64.242,66.038,59.562,NA,9.43999999999999,10.64,5.208,6.04,4.992,11.618,4.96799999999999,4.978,NA,NA,NA,NA,NA,NA,NA,8.54200000000001,8.056,12.336,10.814,NA,NA,NA,NA,NA,NA,16.628,10.602,13.79,NA,7.63000000000001,13.108,11.96,24.782,28.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.26,NA,4.21400000000002,20.39,17.888,14.356,21.422,20.096,NA,NA,13.108,24.968,NA,NA,NA,NA,NA,NA,NA,NA,15.216,17.188,8.71800000000001,8.418,9.28800000000001,NA,NA,NA,NA,NA,NA,10.458,8.97999999999999,8.08399999999998,16.618,12.53,7.41399999999999,NA,8.918,9.176,9.87800000000002,9.904,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.316,17.528,19.588,21.24,NA,NA,NA,NA,8.546,5.42000000000002,NA,NA,NA,67.312,NA,NA,NA,NA,NA,5.106,8.97399999999999,9.93,NA,NA,NA,NA,NA,12.386,10.612,NA,10.764,21.49,14.798,7.76400000000003,12.994,19.524,9.226,NA,NA,NA,7.31600000000001,11.364,20.9,20.006,17.284,13.574
"1923",8.298,8.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.61200000000001,9.77600000000001,NA,3.798,NA,NA,NA,3.39799999999999,NA,NA,NA,NA,4.6,NA,14.364,10.07,9.816,9.46799999999999,7.66200000000002,7.80799999999997,9.59000000000002,8.548,NA,63.751,65.751,NA,NA,9.30999999999999,10.614,5.104,5.996,4.948,11.448,4.72799999999999,4.682,NA,NA,NA,NA,NA,NA,NA,8.50600000000001,7.946,11.98,10.372,NA,NA,NA,NA,NA,NA,16.264,10.224,13.65,NA,7.52400000000001,12.86,11.906,23.662,27.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,NA,4.11000000000002,19.646,17.12,13.584,20.946,19.516,NA,NA,12.522,24.386,NA,NA,NA,NA,NA,NA,NA,NA,14.508,16.46,7.86200000000001,8.342,9.19400000000001,NA,NA,NA,NA,NA,NA,9.97599999999998,8.81399999999999,7.98199999999998,16,11.932,7.13999999999999,NA,8.688,8.918,9.62600000000002,9.74,3.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.996,17.066,19.41,20.972,NA,NA,NA,NA,8.51,5.23200000000002,NA,NA,NA,67.04,NA,NA,NA,NA,NA,5.04,8.71799999999999,9.704,NA,NA,NA,NA,NA,12.154,10.308,NA,10.458,20.778,14.216,7.11200000000003,NA,19.36,9.098,NA,NA,NA,7.25200000000001,11.336,20.552,19.532,17.09,13.074
"1922",8.24,8.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.47000000000001,9.63600000000001,NA,3.626,NA,NA,NA,3.36599999999999,NA,NA,NA,NA,4.514,NA,14.266,9.96400000000001,9.66,9.26599999999999,7.49800000000002,7.61799999999997,9.33000000000002,8.386,NA,63.246,65.392,NA,NA,9.25599999999999,10.594,5.006,5.962,4.816,11.212,4.53799999999999,4.514,NA,NA,NA,NA,NA,NA,NA,8.45800000000001,7.874,11.67,10.064,NA,NA,NA,NA,NA,NA,16.03,9.98,13.324,NA,7.37000000000001,12.512,11.762,22.696,27.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.262,NA,4.00000000000002,19.142,16.662,12.946,20.592,19.01,NA,NA,12.186,23.996,NA,NA,NA,NA,NA,NA,NA,NA,13.936,NA,7.23400000000001,NA,9.14600000000001,NA,NA,NA,NA,NA,NA,8.93199999999998,8.61999999999999,7.89199999999998,15.712,11.538,7.00199999999999,NA,8.544,8.74,9.44800000000002,9.664,3.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.63,16.61,19.166,20.694,NA,NA,NA,NA,8.418,4.87600000000002,NA,NA,NA,66.548,NA,NA,NA,NA,NA,4.99,8.65199999999999,9.6,NA,NA,NA,NA,NA,11.8,9.784,NA,10.396,20.24,13.588,6.71000000000003,NA,19.202,8.866,NA,NA,NA,7.21800000000001,11.282,20.222,19.162,16.704,12.51
"1921",8.066,8.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.27600000000001,9.43000000000001,NA,3.502,NA,NA,NA,3.27599999999999,NA,NA,NA,NA,4.498,NA,14.186,9.87000000000001,9.562,9.04799999999999,7.27400000000002,7.39199999999997,9.16200000000002,8.154,NA,62.731,65.046,NA,NA,9.16999999999999,10.518,4.956,5.878,4.616,10.862,4.32199999999999,4.306,NA,NA,NA,NA,NA,NA,NA,8.26800000000001,7.77,11.246,9.644,NA,NA,NA,NA,NA,NA,15.802,9.642,13.262,NA,7.31800000000001,12.162,11.522,22.018,26.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.728,NA,3.86800000000002,18.69,16.236,12.314,20.036,18.5,NA,NA,11.82,23.456,NA,NA,NA,NA,NA,NA,NA,NA,13.406,NA,6.56600000000001,NA,9.03000000000001,NA,NA,NA,NA,NA,NA,8.15399999999998,8.59999999999999,7.83399999999998,15.41,11.174,6.80999999999999,NA,8.414,8.556,9.22000000000002,9.514,3.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.328,16.144,18.928,20.46,NA,NA,NA,NA,8.26,4.67800000000002,NA,NA,NA,66.072,NA,NA,NA,NA,NA,4.816,8.49799999999999,9.35,NA,NA,NA,NA,NA,11.41,9.382,NA,10.324,19.87,13.022,6.26600000000003,NA,19.048,8.668,NA,NA,NA,7.19600000000001,11.24,19.81,18.718,16.112,11.972
"1920",7.92,8.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.13800000000001,9.23000000000001,NA,3.404,NA,NA,NA,3.20199999999999,NA,NA,NA,NA,4.48,NA,14.104,9.77200000000001,9.458,8.93799999999999,7.19800000000002,7.12399999999997,8.96800000000002,7.948,NA,62.309,64.728,NA,NA,9.07599999999999,10.458,4.938,NA,NA,10.584,3.98999999999999,4.116,NA,NA,NA,NA,NA,NA,NA,8.21800000000001,7.676,10.88,9.246,NA,NA,NA,NA,NA,NA,15.652,9.374,13.058,NA,7.23800000000001,11.792,11.18,21.426,25.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.304,NA,3.72000000000002,18.276,15.828,11.724,19.656,17.908,NA,NA,11.518,22.984,NA,NA,NA,NA,NA,NA,NA,NA,12.798,NA,6.16200000000001,NA,8.96600000000001,NA,NA,NA,NA,NA,NA,7.24999999999998,8.45999999999998,7.78399999999998,15.186,10.97,6.67999999999999,NA,8.278,8.42,8.81000000000002,9.276,3.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.052,15.816,18.718,20.118,NA,NA,NA,NA,7.912,4.48000000000002,NA,NA,NA,65.498,NA,NA,NA,NA,NA,4.632,8.29599999999999,9.062,NA,NA,NA,NA,NA,11.174,9.028,NA,10.266,19.432,12.48,5.82000000000003,NA,18.848,8.444,NA,NA,NA,7.17600000000001,NA,19.426,18.28,15.67,11.442
"1919",7.748,8.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.92200000000001,NA,NA,3.308,NA,NA,NA,3.05599999999999,NA,NA,NA,NA,4.44400000000001,NA,13.99,9.65400000000001,9.394,8.82799999999999,7.05400000000002,6.97399999999997,8.73600000000002,7.638,NA,61.835,64.324,NA,NA,8.94399999999999,10.436,4.752,NA,NA,NA,3.60799999999999,3.89,NA,NA,NA,NA,NA,NA,NA,8.056,7.576,10.156,8.838,NA,NA,NA,NA,NA,NA,15.478,9.184,12.908,NA,7.15600000000001,11.4,11.1,20.644,24.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.922,NA,3.55400000000002,17.772,15.354,11.052,19.238,17.5,NA,NA,11.188,22.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.72400000000001,NA,8.91200000000001,NA,NA,NA,NA,NA,NA,6.38199999999998,8.35799999999998,7.68599999999998,14.912,10.674,6.61399999999999,NA,8.144,8.23,8.33600000000002,8.934,2.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.73,15.248,18.418,19.798,NA,NA,NA,NA,7.76,4.13600000000002,NA,NA,NA,65.078,NA,NA,NA,NA,NA,4.436,8.02799999999999,8.972,NA,NA,NA,NA,NA,10.824,8.514,NA,10.172,18.942,11.86,5.23800000000003,NA,18.606,8.216,NA,NA,NA,7.13000000000001,NA,18.986,17.78,15.172,10.886
"1918",7.65600000000001,8.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.78600000000001,NA,NA,3.188,NA,NA,NA,2.95799999999999,NA,NA,NA,NA,4.42600000000001,NA,13.874,9.55400000000001,9.356,8.77799999999999,6.83600000000002,6.68999999999997,8.41600000000002,7.33,NA,NA,64.024,NA,NA,8.90599999999999,10.248,4.68,NA,NA,NA,3.38599999999999,NA,NA,NA,NA,NA,NA,NA,NA,7.694,7.424,9.93799999999999,8.624,NA,NA,NA,NA,NA,NA,15.362,9.068,12.792,NA,7.11800000000001,10.906,11.01,20.106,24.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.544,NA,3.40600000000002,17.362,14.838,10.436,18.834,16.994,NA,NA,11.106,22.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.86000000000001,NA,NA,NA,NA,NA,NA,6.08799999999998,8.23999999999998,7.53799999999998,14.726,10.522,6.58199999999999,NA,8.034,8.104,7.96200000000002,8.542,2.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.424,14.814,17.996,19.524,NA,NA,NA,NA,7.56,3.99000000000002,NA,NA,NA,64.49,NA,NA,NA,NA,NA,4.318,7.77199999999999,8.886,NA,NA,NA,NA,NA,10.48,8.03,NA,10.036,18.506,11.246,4.70000000000003,NA,18.364,7.96,NA,NA,NA,7.05600000000001,NA,18.646,17.378,14.942,10.546
"1917",7.602,7.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.59800000000001,NA,NA,3.048,NA,NA,NA,2.91799999999999,NA,NA,NA,NA,4.40000000000001,NA,13.78,9.43800000000001,9.328,8.74599999999999,6.57800000000002,6.21199999999997,7.95000000000002,7.036,NA,NA,63.67,NA,NA,8.80799999999999,10.052,4.446,NA,NA,NA,3.18599999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.72999999999999,NA,NA,NA,NA,NA,NA,NA,15.228,8.9,12.632,NA,7.08800000000001,10.566,10.798,19.774,23.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.004,NA,3.17400000000002,16.924,14.35,9.77200000000001,18.392,16.466,NA,NA,10.802,21.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.79600000000001,NA,NA,NA,NA,NA,NA,NA,8.16399999999998,7.33399999999998,14.44,10.27,6.55999999999999,NA,7.932,7.954,7.75400000000002,8.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.992,14.336,17.828,19.14,NA,NA,NA,NA,7.232,3.73800000000002,NA,NA,NA,63.83,NA,NA,NA,NA,NA,4.05,7.40999999999999,8.768,NA,NA,NA,NA,NA,10.064,NA,NA,9.886,17.94,10.644,4.13400000000003,NA,18.154,7.706,NA,NA,NA,7.01200000000001,NA,18.222,16.836,14.382,10.026
"1916",7.304,7.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.23600000000001,NA,NA,NA,NA,NA,NA,2.76399999999999,NA,NA,NA,NA,4.32200000000001,NA,13.636,9.28600000000001,9.296,8.71599999999999,6.43600000000002,5.96999999999997,7.76200000000002,6.572,NA,NA,63.187,NA,NA,8.62399999999999,9.88799999999998,4.294,NA,NA,NA,2.90199999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.41199999999999,NA,NA,NA,NA,NA,NA,NA,15.068,8.694,12.538,NA,7.01000000000001,10.31,10.658,19.158,23.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.424,NA,2.88600000000002,16.43,13.788,9.19600000000001,17.762,15.928,NA,NA,10.334,20.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.71400000000001,NA,NA,NA,NA,NA,NA,NA,8.10399999999998,7.25399999999998,14.124,9.95400000000001,6.51799999999999,NA,7.794,7.708,7.70000000000002,8.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.482,NA,17.542,18.708,NA,NA,NA,NA,7.076,3.38200000000002,NA,NA,NA,62.864,NA,NA,NA,NA,NA,3.604,7.06799999999999,8.586,NA,NA,NA,NA,NA,9.27799999999999,NA,NA,9.73,17.222,9.928,3.47800000000003,NA,17.772,7.38,NA,NA,NA,6.95000000000001,NA,17.746,16.254,13.878,9.49200000000001
"1915",7.004,7.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.94800000000001,NA,NA,NA,NA,NA,NA,2.59399999999999,NA,NA,NA,NA,4.19800000000001,NA,13.422,9.09000000000001,9.22,8.64199999999999,6.23000000000002,5.62599999999997,7.52600000000002,6.37,NA,NA,62.644,NA,NA,8.48199999999999,9.69599999999998,4.246,NA,NA,NA,2.62799999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.96599999999999,NA,NA,NA,NA,NA,NA,NA,14.86,8.45,12.42,NA,6.91200000000001,10.08,10.516,18.184,22.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.908,NA,2.60800000000002,15.804,13.178,8.41000000000001,17.022,15.106,NA,NA,9.768,20.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.64600000000001,NA,NA,NA,NA,NA,NA,NA,7.94599999999998,7.17599999999998,13.596,9.51400000000001,6.38799999999999,NA,7.614,7.396,7.48200000000002,8.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.734,NA,17.172,18.336,NA,NA,NA,NA,6.842,3.06600000000002,NA,NA,NA,62.04,NA,NA,NA,NA,NA,NA,6.65599999999999,8.29,NA,NA,NA,NA,NA,8.69999999999999,NA,NA,9.594,16.382,9.108,2.78800000000003,NA,17.34,7,NA,NA,NA,6.83600000000001,NA,17.136,15.55,13.146,8.83200000000001
